Order ID,Order date,Product ID,Description,Category,CHEM,CHEM TECH,LAB ROOM,Shipment status,Tags,Core Queue
000405551,2026-09-15,CACIGU-1KG,"Calcium Citrate, USP/FCC Grade",Granular,2,,Yes,awaiting_shipment,Austin Warehouse,Warehouse
000405560,2026-09-15,IPAL70-20L,Isopropyl Alcohol 70% Lab Grade,Alcohols,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000405563,2026-09-15,NAA70-2.5L,"Nitric Acid 70%, ACS Reagent Grade",Acids,4,,Yes,awaiting_shipment,"Austin Warehouse, Restricted Combination - Nitric Acid",Warehouse
000405566,2026-09-15,EAD140-1GAL,"Ethanol 140 Proof (70%) Denatured Alcohol, Kosher, Halal",Alcohols,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000405569,2026-09-15,,,,,,,awaiting_shipment,US,
000405572,2026-09-15,TRIX100-500ML,Triton X-100 Surfactant,Other Chemicals,3,,No,awaiting_shipment,Austin Warehouse,Warehouse
000405578,2026-09-15,,,,,,,awaiting_shipment,PA,
000396713-1,2026-09-15,EAP190-1PG,"Ethanol 190 Proof (95%) Non-Denatured Alcohol, USP/FCC Food Grade, Kosher, Halal",Pure Alcohols,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000405581,2026-09-15,PEG200L-4L,"Polyethylene Glycol (PEG), 200, Lab Grade",Other Chemicals,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000405590,2026-09-15,SUAL93-1GAL,"Sulfuric Acid 93% (92-94%) Solution, Lab Grade",Acids,4,,Yes,awaiting_shipment,Austin Warehouse,Warehouse
000405593,2026-09-15,EAOS190-5GAL,"Organic Ethyl Alcohol, Sugar Cane, 190 Proof Kosher, Halal, FCC",Pure Alcohols,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000405596,2026-09-15,PHAL85-5GAL,"Phosphoric Acid 85% Solution, Lab Grade",Acids,4,,Yes,awaiting_shipment,ATX Freight,Freight
AMZN-000405656,2026-09-15,GLF-1GAL,"Glycerin 99% USP/NF/FCC/Food Grade, Kosher, Halal",Other Chemicals,1,,No,awaiting_shipment,"Austin Warehouse, Restricted Combination - Glycerin",Warehouse
000405602,2026-09-15,EAPMB200-1GAL,"Ethanol 200 Proof (100%),  Suitable for Molecular Biology",Pure Alcohols,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000405605,2026-09-15,EAP200-1GAL,"Ethanol 200 Proof (100%) Undenatured Alcohol, USP/FCC Food Grade, Kosher, Halal",Pure Alcohols,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
AMZN-000405659,2026-09-15,EAOS190-1QTCS,"Organic Ethyl Alcohol, Sugar Cane, 190 Proof Kosher, Halal, FCC",Pure Alcohols,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000405608,2026-09-15,,,,,,,awaiting_shipment,US,
000405611,2026-09-15,Multiple products,Multiple products,Granular,,,,awaiting_shipment,Austin Warehouse,Warehouse
000405614,2026-09-15,PEG200L-1L,"Polyethylene Glycol (PEG), 200, Lab Grade",Other Chemicals,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000405617,2026-09-15,EGL-5GAL,Ethylene Glycol 99% Lab Grade,Other Chemicals,3,,No,awaiting_shipment,Austin Warehouse,Warehouse
000405620,2026-09-15,CAFU-1KG,"Caffeine Powder, USP/FCC/Food Grade, Kosher, Halal",Granular,3,,Yes,awaiting_shipment,Austin Warehouse,Warehouse
000405638,2026-09-15,Multiple products,Multiple products,Granular,,,,awaiting_shipment,Austin Warehouse,Warehouse
000405641,2026-09-15,ACEL-1GAL,Acetone 99.5% Lab Grade,Other Chemicals,2,,No,awaiting_shipment,Austin Warehouse,Warehouse
000405644,2026-09-15,IPAL99-5GAL,Isopropyl Alcohol 99.8% Lab Grade,Alcohols,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
AMZN-000405665,2026-09-15,EAOS190-1QTCS,"Organic Ethyl Alcohol, Sugar Cane, 190 Proof Kosher, Halal, FCC",Pure Alcohols,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000405662,2026-09-15,SOHYDLL50-500ML,"Sodium Hydroxide 50% Solution, Lab/Technical Grade",Solutions,3,,Yes,awaiting_shipment,Austin Warehouse,Warehouse
000405668,2026-09-15,EAP200-4LG,"Ethanol 200 Proof (100%) Undenatured Alcohol, USP/FCC Food Grade, Kosher, Halal",Pure Alcohols,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000405671,2026-09-15,,,,,,,awaiting_shipment,US,
AMZN-000405683,2026-09-15,EAP190-1QTCS,"Ethanol 190 Proof (95%) Non-Denatured Alcohol, USP/FCC Food Grade, Kosher, Halal",Pure Alcohols,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000405674,2026-09-15,CTALF-500ML,"Citric Acid 50% Solution, FCC/Food Grade, Kosher, Halal",Solutions,4,,No,awaiting_shipment,Austin Warehouse,Warehouse
000405677,2026-09-15,Multiple products,Multiple products,,,,,awaiting_shipment,Austin Warehouse,Warehouse
AMZN-000405695,2026-09-15,EAOS190-1QTCS,"Organic Ethyl Alcohol, Sugar Cane, 190 Proof Kosher, Halal, FCC",Pure Alcohols,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000405689,2026-09-15,TCAACLA85-1OZ,"Trichloroacetic Acid, 85%",Acids,3,,Yes,awaiting_shipment,Austin Warehouse,Warehouse
000405692,2026-09-15,SHCN5-55GAL,Sodium Hypochlorite 5% Solution,Solutions,3,,No,awaiting_shipment,ATX Freight,Freight
000405698,2026-09-15,BZKNF50-500ML,"Benzalkonium Chloride 50% Solution, NF Grade",Solutions,3,,No,awaiting_shipment,Austin Warehouse,Warehouse
000405701,2026-09-15,SOBZGF-1LB,"Sodium Benzoate, Food Grade, Kosher, Halal",Granular,3,,Yes,awaiting_shipment,Austin Warehouse,Warehouse
AMZN-000405710,2026-09-15,EAP190-1QTCS,"Ethanol 190 Proof (95%) Non-Denatured Alcohol, USP/FCC Food Grade, Kosher, Halal",Pure Alcohols,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
000405704,2026-09-15,,,,,,,awaiting_shipment,PA,
AMZN-000405713,2026-09-15,EAOS190-1QTCS,"Organic Ethyl Alcohol, Sugar Cane, 190 Proof Kosher, Halal, FCC",Pure Alcohols,1,,No,awaiting_shipment,Austin Warehouse,Warehouse
AMZN-000405725,2026-09-15,,,,,,,awaiting_shipment,Austin Warehouse,Warehouse
000405716,2026-09-15,Multiple products,Multiple products,,,,,awaiting_shipment,"Austin Warehouse, Roshan",Warehouse
000405719,2026-09-15,SOHYDPM-2.5kg,"Sodium Hydroxide, Pellets, ACS, USP/NF, FCC/Food Grade - 2.5kg",Granular,3,,Yes,awaiting_shipment,Austin Warehouse,Warehouse
000405722,2026-09-15,,,,,,,awaiting_shipment,Austin Warehouse,Warehouse
187579,2025-05-21,C7506-55GAL,Sodium Bifluoride 3.7% solution,Solutions,4,,,on_hold,ATX Freight,Freight
220199,2026-02-04,Multiple products,Multiple products,,,,,on_hold,"Austin Warehouse, Roshan",Warehouse
000349689,2026-05-06,DCML-500ML,Dichloromethane (Methylene Chloride) Lab Grade,Other Chemicals,3,,Yes,on_hold,"Austin Warehouse, Restricted Chemical",Warehouse
000361317,2026-06-01,LA-032A1 (CS),32OZ Amber Boston Round 33-400,Lab Supplies,,,,on_hold,,
000402404,2026-09-08,EAF200-1PG,"Food Grade Ethanol, 200 Proof, Kosher, Halal",Pure Alcohols,1,,No,on_hold,Austin Warehouse,Warehouse
000405446,2026-09-15,,,,,,,on_hold,"PA, Restricted Chemical",
000405485,2026-09-15,CHLA-1L,Chloroform ≥99% ACS Reagent Grade,Other Chemicals,3,,Yes,on_hold,"Austin Warehouse, Restricted Chemical",Warehouse
000405509,2026-09-15,EAS40B190-1GAL,"SDA 40B Ethanol 190 Proof (95%), Kosher, Halal",Alcohols,1,,No,on_hold,"Austin Warehouse, Partial Restriction",Warehouse
000405539,2026-09-15,EAS40B200-1GAL,"SDA 40B Ethanol 200 Proof (100%), Kosher, Halal",Alcohols,1,,No,on_hold,"Austin Warehouse, Partial Restriction",Warehouse
000405584,2026-09-15,AANHA-5GAL,"Acetic Anhydride, ACS Grade",Acids,3,,Yes,on_hold,"Austin Warehouse, Restricted Chemical",Warehouse
000405587,2026-09-15,TOLL-5GAL,Toluene Lab Grade,Other Chemicals,2,,Yes,on_hold,"Austin Warehouse, Restricted Chemical",Warehouse
000405647,2026-09-15,CHLHPLC-4L,"Chloroform, HPLC Grade",Other Chemicals,3,,Yes,on_hold,"Austin Warehouse, Restricted Chemical",Warehouse
000405650,2026-09-15,Multiple products,Multiple products,,,,,on_hold,"Austin Warehouse, Restricted Chemical",Warehouse
000405680,2026-09-15,EAS40B200-1GAL,"SDA 40B Ethanol 200 Proof (100%), Kosher, Halal",Alcohols,1,,No,on_hold,"Austin Warehouse, Partial Restriction",Warehouse
